run_id,replicate,status,language,model,tooling,_cost_usd,_duration_seconds,_tokens,_turns,code_quality,defect_rate,idiomatic,maintainability,test_coverage,token_efficiency
50,1,completed,rust,claude-opus-4-8,beads,0.70299975,155.39568229112774,626384.0,22.0,0.8333333333333334,1.0,0.7,0.7607622056985514,1.0,0.1280045467317173
51,2,completed,rust,claude-opus-4-8,beads,0.619472,156.05203337501734,515320.0,19.0,0.8333333333333334,1.0,0.65,0.7414278964877085,1.0,0.15221609873476674
52,3,completed,rust,claude-opus-4-8,beads,0.687486,157.61079645808786,556891.0,20.0,0.8333333333333334,1.0,0.8,0.9285298301943565,1.0,0.1437265102147458
53,1,completed,java,claude-opus-4-7,none,0.62707975,147.3311224579811,426480.0,16.0,1.0,1.0,0.7,0.8702702983325716,1.0,0.018054773963609078
54,2,completed,java,claude-opus-4-7,none,0.9913745,198.67643754091114,1010121.0,23.0,1.0,1.0,0.78,0.9588948953336738,1.0,0.005365693812919443
55,3,completed,java,claude-opus-4-7,none,0.87051225,157.0751032922417,626336.0,33.0,1.0,1.0,0.68,0.793229335447229,1.0,0.014177693761814745
56,1,completed,java,claude-opus-4-7,beads,1.0428744999999997,192.63401912525296,929190.0,30.0,1.0,1.0,0.87,0.9241529316467817,1.0,0.007447346613717324
57,2,completed,java,claude-opus-4-7,beads,0.8079682499999999,169.21292570792139,806985.0,27.0,1.0,1.0,0.76,0.9689549312080598,1.0,0.005725013476086917
58,3,completed,java,claude-opus-4-7,beads,1.156724,221.0841471659951,1025088.0,29.0,1.0,1.0,0.87,0.9158264579265838,1.0,0.008155397390272835
59,1,completed,java,claude-opus-4-8,none,0.8270650000000002,178.0449584578164,660994.0,30.0,1.0,1.0,0.48,0.9560388732024293,1.0,0.009863932199081988
61,3,completed,java,claude-opus-4-8,none,0.7762055000000001,173.23428033292294,535997.0,18.0,1.0,1.0,0.72,0.7340764030708162,1.0,0.020783698416222483
62,1,completed,java,claude-opus-4-8,beads,1.130424,246.6551357912831,1028874.0,31.0,1.0,1.0,0.62,0.8704087330623143,1.0,0.009039007691903965
63,2,completed,java,claude-opus-4-8,beads,1.068357,237.12073266599327,913068.0,28.0,1.0,1.0,0.78,0.7473456670670591,1.0,0.012813941568426447
64,3,completed,java,claude-opus-4-8,beads,3.5957742500000007,1030.8030782919377,488876.0,180.0,1.0,1.0,0.88,0.735203035076934,1.0,0.048273999950907795
65,1,completed,clojure,claude-opus-4-7,none,1.2974235,246.72777037508786,1056569.0,22.0,0.8333333333333334,1.0,0.85,0.9699884281577181,1.0,0.004467289878843691
66,2,completed,clojure,claude-opus-4-7,none,0.6321535,152.06088400026783,441035.0,16.0,0.8333333333333334,1.0,0.8,0.941074434901121,1.0,0.011745099595270217
67,3,completed,clojure,claude-opus-4-7,none,0.8333385000000001,166.52381004113704,846398.0,20.0,0.8333333333333334,1.0,0.65,0.9405971069416337,1.0,0.005009463632948094
68,1,completed,clojure,claude-opus-4-7,beads,1.230655,254.95540616614744,1297516.0,32.0,0.8333333333333334,1.0,0.9,0.945660532043663,1.0,0.004593392297281883
69,2,completed,clojure,claude-opus-4-7,beads,1.105675,191.08992750011384,1300343.0,29.0,0.8333333333333334,1.0,0.88,0.9426188829614429,1.0,0.003722094862663159
70,3,completed,clojure,claude-opus-4-7,beads,1.2853002499999997,264.7232718328014,1520836.0,33.0,0.8333333333333334,1.0,0.85,0.9606117128637527,1.0,0.003445473410676759
71,1,completed,clojure,claude-opus-4-8,none,0.7069550000000001,202.49338579224423,577717.0,20.0,0.8333333333333334,1.0,0.87,0.9316866477968407,1.0,0.008170090199872948
72,2,completed,clojure,claude-opus-4-8,none,5.685808000000001,1606.1823651250452,826437.0,60.0,0.8333333333333334,1.0,0.88,0.9504931729361906,1.0,0.0061952695728773035
73,3,completed,clojure,claude-opus-4-8,none,0.8635544999999999,239.7674259999767,735113.0,24.0,0.8333333333333334,1.0,0.87,0.9468666945490106,1.0,0.006339161462251382
74,1,completed,clojure,claude-opus-4-8,beads,2.172494500000001,494.6466441671364,2273540.0,51.0,0.8333333333333334,1.0,0.87,0.97416218676837,1.0,0.0023135726664144903
75,2,completed,clojure,claude-opus-4-8,beads,0.88920875,207.01963083306327,810342.0,26.0,0.8333333333333334,1.0,0.82,0.9528497280161806,1.0,0.005750658363999398
76,3,completed,clojure,claude-opus-4-8,beads,1.22572525,295.2370484578423,1162973.0,34.0,0.8333333333333334,1.0,0.73,0.9720988849286947,1.0,0.00441970707832426
